nan nan nan nan -3.1222e+00 3.1363e+00 3.1106e+00 3.0520e+00 3.0403e+00 2.9861e+00 2.9721e+00 2.9149e+00 2.8955e+00 2.8331e+00 2.8072e+00 2.7392e+00 2.7055e+00 2.6323e+00 2.5895e+00 2.5121e+00 2.4590e+00 2.3797e+00 2.3160e+00 2.2381e+00 2.1652e+00 2.0923e+00 2.0129e+00 1.9482e+00 1.8661e+00 1.8114e+00 1.7299e+00 1.6856e+00 1.6076e+00 1.5729e+00 1.4999e+00 1.4736e+00 1.4064e+00 1.3871e+00 1.3258e+00 1.3124e+00 1.2564e+00 1.2474e+00 1.1944e+00 1.1863e+00 1.1285e+00 1.1046e+00 1.0804e+00 nan nan nan nan
nan nan nan -3.0744e+00 -3.0988e+00 -3.1006e+00 -3.1407e+00 3.1339e+00 3.0822e+00 3.0720e+00 3.0151e+00 3.0011e+00 2.9384e+00 2.9187e+00 2.8492e+00 2.8219e+00 2.7450e+00 2.7078e+00 2.6239e+00 2.5742e+00 2.4848e+00 2.4209e+00 2.3298e+00 2.2519e+00 2.1645e+00 2.0758e+00 1.9976e+00 1.9033e+00 1.8380e+00 1.7438e+00 1.6923e+00 1.6025e+00 1.5638e+00 1.4808e+00 1.4529e+00 1.3776e+00 1.3582e+00 1.2904e+00 1.2778e+00 1.2169e+00 1.2091e+00 1.1540e+00 1.1492e+00 1.0989e+00 1.0943e+00 1.0552e+00 1.0558e+00 1.0315e+00 nan nan nan
nan nan nan -3.0512e+00 -3.0290e+00 -3.0632e+00 -3.0606e+00 -3.1067e+00 -3.1105e+00 3.1186e+00 3.1110e+00 3.0498e+00 3.0376e+00 2.9686e+00 2.9498e+00 2.8716e+00 2.8432e+00 2.7545e+00 2.7126e+00 2.6136e+00 2.5537e+00 2.4474e+00 2.3671e+00 2.2605e+00 2.1616e+00 2.0641e+00 1.9539e+00 1.8733e+00 1.7613e+00 1.7001e+00 1.5941e+00 1.5507e+00 1.4545e+00 1.4252e+00 1.3397e+00 1.3212e+00 1.2458e+00 1.2350e+00 1.1686e+00 1.1634e+00 1.1047e+00 1.1034e+00 1.0513e+00 1.0530e+00 1.0085e+00 1.0153e+00 9.8190e-01 1.0068e+00 nan nan nan
nan nan -2.9236e+00 -2.9247e+00 -2.9734e+00 -2.9670e+00 -3.0123e+00 -3.0094e+00 -3.0602e+00 -3.0607e+00 -3.1185e+00 -3.1224e+00 3.0947e+00 3.0860e+00 3.0095e+00 2.9931e+00 2.9035e+00 2.8745e+00 2.7692e+00 2.7206e+00 2.5993e+00 2.5232e+00 2.3920e+00 2.2850e+00 2.1586e+00 2.0278e+00 1.9228e+00 1.7849e+00 1.7091e+00 1.5794e+00 1.5303e+00 1.4159e+00 1.3865e+00 1.2881e+00 1.2721e+00 1.1879e+00 1.1808e+00 1.1082e+00 1.1071e+00 1.0441e+00 1.0469e+00 9.9186e-01 9.9744e-01 9.4898e-01 9.5694e-01 9.1317e-01 9.2324e-01 8.7443e-01 8.7475e-01 nan nan
nan nan -2.8369e+00 -2.8777e+00 -2.8722e+00 -2.9159e+00 -2.9086e+00 -2.9560e+00 -2.9498e+00 -3.0031e+00 -2.9985e+00 -3.0596e+00 -3.0575e+00 -3.1289e+00 -3.1314e+00 3.0666e+00 3.0551e+00 2.9506e+00 2.9222e+00 2.7924e+00 2.7342e+00 2.5768e+00 2.4726e+00 2.3025e+00 2.1489e+00 2.0004e+00 1.8225e+00 1.7212e+00 1.5539e+00 1.4974e+00 1.3569e+00 1.3297e+00 1.2148e+00 1.2047e+00 1.1103e+00 1.1099e+00 1.0311e+00 1.0364e+00 9.6943e-01 9.7804e-01 9.2039e-01 9.3099e-01 8.8058e-01 8.9232e-01 8.4726e-01 8.5906e-01 8.1659e-01 8.2503e-01 7.8387e-01 7.8414e-01 nan
nan -2.7676e+00 -2.7968e+00 -2.7864e+00 -2.8233e+00 -2.8116e+00 -2.8541e+00 -2.8420e+00 -2.8899e+00 -2.8777e+00 -2.9323e+00 -2.9201e+00 -2.9834e+00 -2.9721e+00 -3.0480e+00 -3.0401e+00 -3.1348e+00 -3.1359e+00 3.0234e+00 3.0007e+00 2.8321e+00 2.7616e+00 2.5363e+00 2.3750e+00 2.1418e+00 1.8998e+00 1.7444e+00 1.5077e+00 1.4417e+00 1.2610e+00 1.2419e+00 1.1063e+00 1.1086e+00 1.0035e+00 1.0151e+00 9.3073e-01 9.4623e-01 8.7640e-01 8.9347e-01 8.3429e-01 8.5186e-01 8.0073e-01 8.1823e-01 7.7325e-01 7.9018e-01 7.4991e-01 7.6542e-01 7.2961e-01 7.4218e-01 7.1288e-01 nan
nan -2.7391e+00 -2.7112e+00 -2.7395e+00 -2.7211e+00 -2.7575e+00 -2.7399e+00 -2.7817e+00 -2.7629e+00 -2.8102e+00 -2.7895e+00 -2.8436e+00 -2.8205e+00 -2.8840e+00 -2.8586e+00 -2.9366e+00 -2.9105e+00 -3.0126e+00 -2.9913e+00 -3.1371e+00 -3.1376e+00 2.9141e+00 2.8362e+00 2.4440e+00 2.1244e+00 1.8129e+00 1.4071e+00 1.3364e+00 1.0913e+00 1.0976e+00 9.3921e-01 9.6673e-01 8.5368e-01 8.8556e-01 7.9868e-01 8.2988e-01 7.5967e-01 7.8886e-01 7.3014e-01 7.5716e-01 7.0683e-01 7.3186e-01 6.8787e-01 7.1113e-01 6.7215e-01 6.9392e-01 6.5956e-01 6.8100e-01 6.5368e-01 6.8336e-01 nan
nan -2.6215e+00 -2.6556e+00 -2.6344e+00 -2.6666e+00 -2.6442e+00 -2.6802e+00 -2.6562e+00 -2.6963e+00 -2.6692e+00 -2.7139e+00 -2.6821e+00 -2.7327e+00 -2.6948e+00 -2.7540e+00 -2.7079e+00 -2.7812e+00 -2.7245e+00 -2.8232e+00 -2.7536e+00 -2.9066e+00 -2.8296e+00 -3.1385e+00 -3.1390e+00 2.1154e+00 1.0671e+00 1.0753e+00 7.5107e-01 8.3801e-01 6.7244e-01 7.5127e-01 6.4196e-01 7.0714e-01 6.2529e-01 6.7940e-01 6.1375e-01 6.5945e-01 6.0454e-01 6.4387e-01 5.9665e-01 6.3111e-01 5.8967e-01 6.2036e-01 5.8341e-01 6.1119e-01 5.7789e-01 6.0356e-01 5.7310e-01 5.9643e-01 5.6240e-01 nan
nan -2.5879e+00 -2.5549e+00 -2.5814e+00 -2.5551e+00 -2.5859e+00 -2.5582e+00 -2.5917e+00 -2.5604e+00 -2.5966e+00 -2.5595e+00 -2.5986e+00 -2.5534e+00 -2.5962e+00 -2.5393e+00 -2.5870e+00 -2.5128e+00 -2.5675e+00 -2.4645e+00 -2.5289e+00 -2.3687e+00 -2.4382e+00 -2.1200e+00 -2.1115e+00 -1.0657e+00 0.0000e+00 -6.5344e-04 3.3251e-01 2.5264e-01 4.2521e-01 3.5160e-01 4.6570e-01 4.0356e-01 4.8804e-01 4.3501e-01 5.0146e-01 4.5531e-01 5.0965e-01 4.6881e-01 5.1452e-01 4.7790e-01 5.1722e-01 4.8394e-01 5.1844e-01 4.8781e-01 5.1868e-01 4.9022e-01 5.1907e-01 4.9376e-01 5.2816e-01 nan
nan -2.4620e+00 -2.4957e+00 -2.4707e+00 -2.4982e+00 -2.4688e+00 -2.4968e+00 -2.4632e+00 -2.4922e+00 -2.4525e+00 -2.4823e+00 -2.4340e+00 -2.4641e+00 -2.4038e+00 -2.4331e+00 -2.3552e+00 -2.3819e+00 -2.2764e+00 -2.2950e+00 -2.1427e+00 -2.1363e+00 -1.8957e+00 -1.8094e+00 -1.4055e+00 -1.0746e+00 -7.5211e-01 -3.3446e-01 -2.5594e-01 -1.9588e-03 -2.4767e-03 1.6248e-01 1.3854e-01 2.5589e-01 2.2553e-01 3.1468e-01 2.8333e-01 3.5417e-01 3.2365e-01 3.8178e-01 3.5267e-01 4.0156e-01 3.7395e-01 4.1588e-01 3.8958e-01 4.2606e-01 4.0065e-01 4.3266e-01 4.0697e-01 4.3381e-01 4.0055e-01 nan
nan -2.4289e+00 -2.3964e+00 -2.4184e+00 -2.3884e+00 -2.4115e+00 -2.3771e+00 -2.4001e+00 -2.3597e+00 -2.3821e+00 -2.3336e+00 -2.3545e+00 -2.2949e+00 -2.3124e+00 -2.2375e+00 -2.2486e+00 -2.1518e+00 -2.1504e+00 -2.0212e+00 -1.9948e+00 -1.8184e+00 -1.7411e+00 -1.5061e+00 -1.3356e+00 -1.0922e+00 -8.3972e-01 -6.7556e-01 -4.2904e-01 -3.5647e-01 -1.6783e-01 -1.4454e-01 -3.1250e-03 -3.2842e-03 1.0552e-01 9.4313e-02 1.8065e-01 1.6419e-01 2.3456e-01 2.1568e-01 2.7430e-01 2.5439e-01 3.0411e-01 2.8384e-01 3.2655e-01 3.0609e-01 3.4299e-01 3.2211e-01 3.5422e-01 3.3345e-01 3.6708e-01 nan
nan -2.3147e+00 -2.3424e+00 -2.3166e+00 -2.3356e+00 -2.3021e+00 -2.3197e+00 -2.2799e+00 -2.2963e+00 -2.2491e+00 -2.2633e+00 -2.2064e+00 -2.2164e+00 -2.1470e+00 -2.1498e+00 -2.0636e+00 -2.0543e+00 -1.9460e+00 -1.9165e+00 -1.7803e+00 -1.7177e+00 -1.5520e+00 -1.4407e+00 -1.2615e+00 -1.0991e+00 -9.4203e-01 -7.5485e-01 -6.4657e-01 -4.7088e-01 -4.0940e-01 -2.6206e-01 -2.3201e-01 -1.1216e-01 -1.0105e-01 -3.3895e-03 -3.4099e-03 7.7123e-02 7.0529e-02 1.3789e-01 1.2738e-01 1.8451e-01 1.7164e-01 2.2063e-01 2.0630e-01 2.4851e-01 2.3305e-01 2.6891e-01 2.5146e-01 2.7885e-01 2.5154e-01 nan
nan -2.2877e+00 -2.2614e+00 -2.2723e+00 -2.2391e+00 -2.2510e+00 -2.2120e+00 -2.2232e+00 -2.1778e+00 -2.1869e+00 -2.1335e+00 -2.1385e+00 -2.0750e+00 -2.0733e+00 -1.9970e+00 -1.9850e+00 -1.8929e+00 -1.8652e+00 -1.7551e+00 -1.7046e+00 -1.5765e+00 -1.4957e+00 -1.3567e+00 -1.2428e+00 -1.1085e+00 -9.6984e-01 -8.5776e-01 -7.1192e-01 -6.3069e-01 -4.9392e-01 -4.4119e-01 -3.2112e-01 -2.8986e-01 -1.8733e-01 -1.7090e-01 -8.3949e-02 -7.7473e-02 -3.5413e-03 -3.6889e-03 5.9589e-02 5.5031e-02 1.0963e-01 1.0216e-01 1.4961e-01 1.4031e-01 1.8158e-01 1.7133e-01 2.0647e-01 1.9656e-01 2.2409e-01 nan
nan nan -2.2249e+00 -2.1889e+00 -2.1943e+00 -2.1553e+00 -2.1617e+00 -2.1179e+00 -2.1229e+00 -2.0729e+00 -2.0744e+00 -2.0162e+00 -2.0120e+00 -1.9440e+00 -1.9312e+00 -1.8517e+00 -1.8269e+00 -1.7347e+00 -1.6934e+00 -1.5890e+00 -1.5271e+00 -1.4141e+00 -1.3294e+00 -1.2157e+00 -1.1107e+00 -1.0065e+00 -8.8953e-01 -8.0321e-01 -6.8463e-01 -6.1924e-01 -5.0742e-01 -4.6133e-01 -3.6049e-01 -3.2997e-01 -2.4113e-01 -2.2233e-01 -1.4483e-01 -1.3459e-01 -6.7121e-02 -6.3044e-02 -4.1731e-03 -4.4846e-03 4.7187e-02 4.3903e-02 8.9678e-02 8.4838e-02 1.2588e-01 1.2147e-01 1.5903e-01 nan nan
nan nan nan -2.1481e+00 -2.1077e+00 -2.1101e+00 -2.0675e+00 -2.0692e+00 -2.0222e+00 -2.0210e+00 -1.9677e+00 -1.9617e+00 -1.9007e+00 -1.8878e+00 -1.8179e+00 -1.7957e+00 -1.7165e+00 -1.6821e+00 -1.5940e+00 -1.5448e+00 -1.4499e+00 -1.3840e+00 -1.2867e+00 -1.2050e+00 -1.1113e+00 -1.0175e+00 -9.3364e-01 -8.3386e-01 -7.6386e-01 -6.6442e-01 -6.0953e-01 -5.1521e-01 -4.7433e-01 -3.8775e-01 -3.5867e-01 -2.8075e-01 -2.6106e-01 -1.9167e-01 -1.7924e-01 -1.1776e-01 -1.1089e-01 -5.6413e-02 -5.3774e-02 -5.1119e-03 -5.3792e-03 3.8987e-02 3.7576e-02 7.9502e-02 nan nan nan
nan nan nan nan -2.0655e+00 -2.0237e+00 -2.0234e+00 -1.9794e+00 -1.9764e+00 -1.9276e+00 -1.9202e+00 -1.8651e+00 -1.8519e+00 -1.7897e+00 -1.7694e+00 -1.7000e+00 -1.6705e+00 -1.5943e+00 -1.5538e+00 -1.4721e+00 -1.4192e+00 -1.3347e+00 -1.2694e+00 -1.1858e+00 -1.1098e+00 -1.0313e+00 -9.4807e-01 -8.7838e-01 -7.9208e-01 -7.3333e-01 -6.4802e-01 -6.0071e-01 -5.1936e-01 -4.8270e-01 -4.0707e-01 -3.7961e-01 -3.1047e-01 -2.9057e-01 -2.2810e-01 -2.1433e-01 -1.5835e-01 -1.4968e-01 -9.9647e-02 -9.5341e-02 -4.9876e-02 -4.8765e-02 -5.6538e-03 nan nan nan nan
nan nan nan nan nan -1.9826e+00 -1.9420e+00 -1.9387e+00 -1.8949e+00 -1.8863e+00 -1.8366e+00 -1.8228e+00 -1.7667e+00 -1.7474e+00 -1.6854e+00 -1.6592e+00 -1.5919e+00 -1.5575e+00 -1.4858e+00 -1.4421e+00 -1.3676e+00 -1.3141e+00 -1.2393e+00 -1.1768e+00 -1.1046e+00 -1.0349e+00 -9.6807e-01 -8.9391e-01 -8.3467e-01 -7.5901e-01 -7.0855e-01 -6.3405e-01 -5.9255e-01 -5.2116e-01 -4.8797e-01 -4.2090e-01 -3.9491e-01 -3.3286e-01 -3.1290e-01 -2.5628e-01 -2.4142e-01 -1.9080e-01 -1.8110e-01 -1.3627e-01 -1.3217e-01 -9.0560e-02 nan nan nan nan nan
nan nan nan nan nan nan -1.9052e+00 -1.8689e+00 -1.8601e+00 -1.8167e+00 -1.8008e+00 -1.7492e+00 -1.7298e+00 -1.6735e+00 -1.6492e+00 -1.5885e+00 -1.5583e+00 -1.4943e+00 -1.4570e+00 -1.3906e+00 -1.3457e+00 -1.2785e+00 -1.2261e+00 -1.1599e+00 -1.1011e+00 -1.0382e+00 -9.7454e-01 -9.1684e-01 -8.5034e-01 -7.9911e-01 -7.3196e-01 -6.8792e-01 -6.2192e-01 -5.8506e-01 -5.2145e-01 -4.9110e-01 -4.3064e-01 -4.0571e-01 -3.4927e-01 -3.2898e-01 -2.7689e-01 -2.6006e-01 -2.1593e-01 -2.0641e-01 -1.6941e-01 nan nan nan nan nan nan
nan nan nan nan nan nan nan -1.8419e+00 -1.8155e+00 -1.7895e+00 -1.7367e+00 -1.7172e+00 -1.6659e+00 -1.6415e+00 -1.5852e+00 -1.5578e+00 -1.4997e+00 -1.4671e+00 -1.4072e+00 -1.3686e+00 -1.3079e+00 -1.2630e+00 -1.2024e+00 -1.1520e+00 -1.0934e+00 -1.0385e+00 -9.8345e-01 -9.2508e-01 -8.7467e-01 -8.1453e-01 -7.6960e-01 -7.0945e-01 -6.7063e-01 -6.1145e-01 -5.7848e-01 -5.2090e-01 -4.9293e-01 -4.3690e-01 -4.1187e-01 -3.6046e-01 -3.4031e-01 -2.8702e-01 -2.6046e-01 -2.3356e-01 nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan -1.7038e+00 -1.6714e+00 -1.6393e+00 -1.5808e+00 -1.5565e+00 -1.5036e+00 -1.4741e+00 -1.4192e+00 -1.3858e+00 -1.3311e+00 -1.2917e+00 -1.2362e+00 -1.1919e+00 -1.1371e+00 -1.0894e+00 -1.0376e+00 -9.8646e-01 -9.3818e-01 -8.8408e-01 -8.3928e-01 -7.8454e-01 -7.4463e-01 -6.9074e-01 -6.5686e-01 -6.0282e-01 -5.7299e-01 -5.2072e-01 -4.9607e-01 -4.3794e-01 -4.0568e-01 -3.7311e-01 nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan -1.5469e+00 -1.5135e+00 -1.4804e+00 -1.4243e+00 -1.3979e+00 -1.3504e+00 -1.3158e+00 -1.2660e+00 -1.2248e+00 -1.1725e+00 -1.1299e+00 -1.0802e+00 -1.0369e+00 -9.9282e-01 -9.4389e-01 -9.0067e-01 -8.4910e-01 -8.0736e-01 -7.5848e-01 -7.2342e-01 -6.7685e-01 -6.5022e-01 -5.9522e-01 -5.6235e-01 -5.2929e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -1.3951e+00 -1.3663e+00 -1.3379e+00 -1.2973e+00 -1.2576e+00 -1.2099e+00 -1.1628e+00 -1.1063e+00 -1.0740e+00 -1.0356e+00 -9.9775e-01 -9.6495e-01 -9.0905e-01 -8.6165e-01 -8.1452e-01 -7.7462e-01 -7.3491e-01 -7.0669e-01 -6.7847e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -1.2968e+00 nan -1.2095e+00 nan -1.0823e+00 -1.0587e+00 -1.0352e+00 -1.0116e+00 -9.8819e-01 nan -8.6149e-01 nan -7.7451e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
